ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,2025-11-05,L-ACOUSTICS PTE. LTD.,L-ACOUSTICS PTE. LTD.,,,,,,04-09-2019,201929360Z,46436,,,,,https://www.mycareersfuture.gov.sg/job/design/director-application-apac-l-acoustics-b0a98465897f6c279470549b774b5ce5,,,['https://www.instagram.com/l.acoustics.official/'],"['https://sg.linkedin.com/company/l-acoustics?trk=ppro_cprof', 'https://uk.linkedin.com/company/l-acoustics']",,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6568714026'],,,,,,,,,,,,,,,,,,
,,2025-11-05,VITAFRESH PTE. LTD.,VITAFRESH PTE. LTD.,,,,,,03-03-2017,201705951R,46301,,,,,https://vitafresh.com.sg,,['https://www.facebook.com/vitafreshpteltd/'],['https://www.instagram.com/vitafreshsg/'],,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6562657997'],['vitafreshenquiry@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,SINOENERGY PTE. LTD.,SINOENERGY PTE. LTD.,,,,,,10-01-2020,202001423C,46100,,,,,https://sinenergy.com.sg/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6563518559'],['info@sinenergy.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,PUMA ENERGY SUPPLY & TRADING PTE. LTD.,PUMA ENERGY SUPPLY & TRADING PTE. LTD.,,,,,,02-09-2016,201623973D,46610,,,,,https://pumaenergy.com,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,+6563192960,,,,,,,,,,,,,,,,,,
,,2025-11-05,GITLAB SINGAPORE HOLDING PTE. LTD.,GITLAB SINGAPORE HOLDING PTE. LTD.,,,,,,10-12-2020,202040129Z,46512,,,,,https://www.straitstimes.com/business/ai-enters-prime-time-in-software-innovation-pays-off-in-less-than-2-years-survey,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563333636'],['total-rewards@gitlab.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,PETER CHIA MARKETING PTE. LTD.,PETER CHIA MARKETING PTE. LTD.,,,,,,06-02-2015,201503740D,46461,,,,,https://pcmarketing.com.sg,,,,,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,['+6598167501'],,,,,,,,,,,,,,,,,,
,,2025-11-05,WINDHILL TECHNOLOGIES PTE. LTD.,WINDHILL TECHNOLOGIES PTE. LTD.,,,,,,06-03-2024,202408952K,46511,,,,,http://www.windhill.com.cn/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6582894993'],['sales@windhill.com.cn'],,,,,,,,,,,,,,,,,
,,2025-11-05,KINGFULL ELECTRONICS PTE. LTD.,KINGFULL ELECTRONICS PTE. LTD.,,,,,,01-06-2023,202321630W,46522,,,,,http://www.kingfull-ic.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6587645502'],['info@kingfull-ic.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,SENTOSA MEDICAL PTE. LTD.,SENTOSA MEDICAL PTE. LTD.,,,,,,01-06-2022,202219064C,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563226351'],,,,,,,,,,,,,,,,,,
,,2025-11-05,KELLY ORIENTAL TRADING PTE. LTD.,KELLY ORIENTAL TRADING PTE. LTD.,,,,,,04-11-2020,202035379R,46424,,,,,https://kellyoriental.com,,['https://www.facebook.com/kellyoriental/'],['https://www.instagram.com/kellyorientaltcm/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6591895870'],['Hello@kellyoriental.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,DESCON ENGINEERING PTE. LTD.,DESCON ENGINEERING PTE. LTD.,,,,,,06-01-2016,201600182D,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6567470209'],,,,,,,,,,,,,,,,,,
,,2025-11-05,KER FOOD SUPPLIES LLP,KER FOOD SUPPLIES LLP,,,,,,05-10-2023,T23LL1073J,46309,,,,,,,,,,,LIMITED LIABILITY PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6597776114'],,,,,,,,,,,,,,,,,,
,,2025-11-05,CHIEFTEC MARINE SERVICES PTE. LTD.,CHIEFTEC MARINE SERVICES PTE. LTD.,,,,,,12-05-2023,202318621M,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6567755565'],['sales@chieftecmarine.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,NOVUM AVL PTE. LTD.,NOVUM AVL PTE. LTD.,,,,,,06-10-2017,201728664D,46436,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6563833253'],,,,,,,,,,,,,,,,,,
,,2025-11-05,PHILIP TAN IMPORT & EXPORT TRADING,PHILIP TAN IMPORT & EXPORT TRADING,,,,,,12-12-2017,53374739B,46631,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6567770023'],,,,,,,,,,,,,,,,,,
,,2025-11-05,JIU HE CATERING PTE. LTD.,JIU HE CATERING PTE. LTD.,,,,,,01-02-2023,202303491M,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6586814752'],,,,,,,,,,,,,,,,,,
,,2025-11-05,EV TECHNOLOGY PTE. LTD.,EV TECHNOLOGY PTE. LTD.,,,,,,09-12-2021,202142660C,46561,,,,,https://www.evctechnology.com/,,['https://www.facebook.com/ev-charging-technology-pte-ltd-110809321237511'],['https://www.instagram.com/sgevct/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6565924827'],['info@evctechnology.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,THEGREATCOMPANY LLP,THEGREATCOMPANY LLP,,,,,,07-04-2020,T20LL0444C,46441,,,,,https://thegreatcompany.co/,,,['https://www.instagram.com/thegreatcompany.co/'],,,LIMITED LIABILITY PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6587685788'],,,,,,,,,,,,,,,,,,
,,2025-11-05,HONG CHENG PTE. LTD.,HONG CHENG PTE. LTD.,,,,,,05-05-2021,202115957D,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6564833211'],['sales@hongcheng.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,PLATINUM CAR CONSIGN PTE. LTD.,PLATINUM CAR CONSIGN PTE. LTD.,,,,,,03-05-2019,201914293R,46100,,,,,,,"['https://www.facebook.com/platinumcarconsign/', 'https://www.facebook.com/sgcarmart']",['https://www.instagram.com/sgcarmart/'],,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6596192666'],['platinumcarconsign@outlook.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,ECOFIT ENGINEERING SUPPLIES PTE. LTD.,ECOFIT ENGINEERING SUPPLIES PTE. LTD.,,,,,,01-04-2022,202211262W,46639,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6580893150'],,,,,,,,,,,,,,,,,,
,,2025-11-05,URON TECHNICAL SERVICE PTE. LTD.,URON TECHNICAL SERVICE PTE. LTD.,,,,,,10-06-2020,202016241R,46100,,,,,https://www.imc-shipmanagement.com,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6563362233'],['enquiry@imc-shipmanagement.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,LAI SENG SELLING & WHOLESALE PTE. LTD.,LAI SENG SELLING & WHOLESALE PTE. LTD.,,,,,,04-08-2020,202022657E,46302,,,,,http://www.meshlxf.com/,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6562947781'],,,,,,,,,,,,,,,,,,
,,2025-11-05,FNA INDO CHINA PTE. LTD.,FNA INDO CHINA PTE. LTD.,,,,,,12-07-2019,201922640D,46304,,,,,https://fnagroup.com.sg,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6568581800'],['enquiries@fnagroup.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,OASIS BIO PTE. LTD.,OASIS BIO PTE. LTD.,,,,,,12-09-2023,202336781G,46461,,,,,https://111somerset.com.sg,,['https://www.facebook.com/111somersetsg'],['https://www.instagram.com/glassdoor'],,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,['+6562193114'],,,,,,,,,,,,,,,,,,
,,2025-11-05,AUTOMATION MART PTE. LTD.,AUTOMATION MART PTE. LTD.,,,,,,08-08-2017,201722335N,46522,,,,,https://automationmart.com.sg,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6569098299'],,,,,,,,,,,,,,,,,,
,,2025-11-05,GERONIK ASIA PTE. LTD.,GERONIK ASIA PTE. LTD.,,,,,,08-10-2020,202031729E,46592,,,,,https://www.mycareersfuture.gov.sg/job/repair-maintenance/calibration-engineer-geronik-asia-f79aca2f17ea2a9a3d6f96e659791e5a,,['https://www.facebook.com/geronik-asia-pte-ltd-104883268481686'],,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6569806866'],,,,,,,,,,,,,,,,,,
,,2025-11-05,DAYCO SINGAPORE PRIVATE LIMITED,DAYCO SINGAPORE PRIVATE LIMITED,,,,,,03-07-2017,201718469K,46563,,,,,https://dayco.com,,['https://www.facebook.com/daycoofficial'],['https://www.instagram.com/dayconorthamerica/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6564836303'],,,,,,,,,,,,,,,,,,
,,2025-11-05,VOLVO GROUP SINGAPORE (PTE.) LTD.,VOLVO GROUP SINGAPORE (PTE.) LTD.,,,,,,11-04-2018,201812279Z,46559,,,,,https://www.mycareersfuture.gov.sg/job/information-technology/digital-forensics-investigator-volvo-group-singapore-1b00ea64eeb7e072c398e18df041751b,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6562213111'],,,,,,,,,,,,,,,,,,
,,2025-11-05,HTL GLOBAL PTE. LTD.,HTL GLOBAL PTE. LTD.,,,,,,12-01-2024,202401971K,46431,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6569040933'],,,,,,,,,,,,,,,,,,
,,2025-11-05,ASIA AUTOMATION (SINGAPORE) PTE. LTD.,ASIA AUTOMATION (SINGAPORE) PTE. LTD.,,,,,,06-07-2021,202123489R,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6560272348'],,,,,,,,,,,,,,,,,,
,,2025-11-05,LA CARA ESTETICA PTE. LTD.,LA CARA ESTETICA PTE. LTD.,,,,,,04-11-2018,201837612D,46100,,,,,,,['https://www.facebook.com/lacaraestetica/'],['https://www.instagram.com/lacaraestetica/'],,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6581291953'],['lacaraestetica@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,CH INDUSTRY PTE. LTD.,CH INDUSTRY PTE. LTD.,,,,,,01-04-2020,202010349Z,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6562846565'],,,,,,,,,,,,,,,,,,
,,2025-11-05,CRAFT AXIS PTE. LTD.,CRAFT AXIS PTE. LTD.,,,,,,12-01-2015,201501265W,46432,,,,,https://craftaxis.com.sg,,['https://www.facebook.com/craftaxissg'],['https://www.instagram.com/craftaxissg/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6588522870'],,,,,,,,,,,,,,,,,,
,,2025-11-05,PERFORMANCE LABS PTE. LTD.,PERFORMANCE LABS PTE. LTD.,,,,,,12-01-2015,201501264G,46306,,,,,https://performancelabs.sg,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6565139228'],,,,,,,,,,,,,,,,,,
,,2025-11-05,EASTPOINT CHEM PTE. LTD.,EASTPOINT CHEM PTE. LTD.,,,,,,12-07-2022,202224016R,46649,,,,,https://eastpoint.com.sg/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6598168498'],,,,,,,,,,,,,,,,,,
,,2025-11-05,EFZIN SHIP CHANDLER PTE. LTD.,EFZIN SHIP CHANDLER PTE. LTD.,,,,,,08-01-2021,202101124M,46661,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6596338561'],,,,,,,,,,,,,,,,,,
,,2025-11-05,APOGEE COFFEE PTE. LTD.,APOGEE COFFEE PTE. LTD.,,,,,,12-01-2025,202501665C,46223,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,['+6591850529'],,,,,,,,,,,,,,,,,,
,,2025-11-05,ELEVARE PTE. LTD.,ELEVARE PTE. LTD.,,,,,,11-05-2023,202318375R,46303,,,,,https://elevare.com.sg/,,,['https://instagram.com/stirupflavour'],,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6580815245'],['Sales@elevare.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,GILY PTE. LTD.,GILY PTE. LTD.,,,,,,02-12-2024,202449408H,46412,,,,,https://www.gilyfashion.com.sg,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6567484155'],['enquiry@gilyfashion.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,AI WELLNESS PTE. LTD.,AI WELLNESS PTE. LTD.,,,,,,08-12-2022,202243688N,46499,,,,,,,['https://m.facebook.com/profile.php'],,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6593372012'],,,,,,,,,,,,,,,,,,
,,2025-11-05,INSTANTFORCE PTE. LTD.,INSTANTFORCE PTE. LTD.,,,,,,09-01-2024,202401375G,46512,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6580113218'],['instantforce.official@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,US NEEDLING TEXTILES TRADE PTE. LTD.,US NEEDLING TEXTILES TRADE PTE. LTD.,,,,,,10-12-2018,201841356N,46412,,,,,http://www.urmpl.com/,,,,['https://tr.linkedin.com/company/urmpl'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6563231721'],,,,,,,,,,,,,,,,,,
